EncuestaID,RangoEdad,Genero,Departamento,FrecuenciaConsumoSnacks,SaborPreferido,Snack
1769,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Chocolate,Crunchmax Bbq
1770,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1770,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
1771,25 - 34 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Caramelo,Crunchmax Bbq
1771,25 - 34 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Caramelo,Hot Stadium Peanuts
1771,25 - 34 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Caramelo,Chocokick Bites
1772,25 - 34 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Picante Chapín,Crunchmax Bbq
1772,25 - 34 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
1772,25 - 34 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Picante Chapín,Victory Pretzels
559,45 - 54 Años,Masculino,Escuintla,Todos Los Días,Queso,Chocokick Bites
1774,Menos De 18 Años,Masculino,Guate,Rara Vez,Queso,Energy Crunch Protein
1775,Menos De 18 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
1775,Menos De 18 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1776,45 - 54 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Energy Crunch Protein
1776,45 - 54 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
1777,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Queso,Gol Nachos Supreme
1778,35 - 44 Años,Femenino,Jutiapa,Todos Los Días,Jalapeño,Hot Stadium Peanuts
1778,35 - 44 Años,Femenino,Jutiapa,Todos Los Días,Jalapeño,Victory Pretzels
1778,35 - 44 Años,Femenino,Jutiapa,Todos Los Días,Jalapeño,Futbolmix
1779,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Limón,Crunchmax Bbq
1780,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Crunchmax Bbq
1780,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Fan Chips Jalapeño
1780,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Gol Nachos Supreme
1781,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Crunchmax Bbq
1781,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Caramel Goal Popcorn
1781,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Futbolmix
1782,18 - 24 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1782,18 - 24 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Barbacoa,Victory Pretzels
1782,18 - 24 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
1783,25 - 34 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Picante Chapín,Mundialitos Queso Picante
1783,25 - 34 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Picante Chapín,Futbolmix
1784,55 Años O Más,Masculino,Chimaltenango,Varias Veces Al Mes,Salado Tradicional,Crunchmax Bbq
1785,18 - 24 Años,Femenino,Quiché,Varias Veces Al Mes,Barbacoa,Mundialitos Queso Picante
1785,18 - 24 Años,Femenino,Quiché,Varias Veces Al Mes,Barbacoa,Fan Chips Jalapeño
1786,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Barbacoa,Chocokick Bites
1786,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Barbacoa,Futbolmix
1786,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Barbacoa,Crunchmax Bbq
1787,18 - 24 Años,Femenino,Chimaltenango,Rara Vez,Jalapeño,Gol Nachos Supreme
1787,18 - 24 Años,Femenino,Chimaltenango,Rara Vez,Jalapeño,Energy Crunch Protein
1787,18 - 24 Años,Femenino,Chimaltenango,Rara Vez,Jalapeño,Victory Pretzels
1788,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1789,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
1789,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Caramel Goal Popcorn
1790,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
1790,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Crunchmax Bbq
1791,Menos De 18 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Limón,Gol Nachos Supreme
1791,Menos De 18 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1792,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Caramel Goal Popcorn
1792,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Fan Chips Jalapeño
1793,55 Años O Más,Masculino,Guatemala,Todos Los Días,Barbacoa,Fan Chips Jalapeño
1793,55 Años O Más,Masculino,Guatemala,Todos Los Días,Barbacoa,Futbolmix
1793,55 Años O Más,Masculino,Guatemala,Todos Los Días,Barbacoa,Caramel Goal Popcorn
1794,25 - 34 Años,Prefiero No Indicarlo,San Marcos,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1795,55 Años O Más,Femenino,Guatemala,Rara Vez,Queso,Chocokick Bites
1796,18 - 24 Años,Femenino,Escuintla,Todos Los Días,Barbacoa,Mundialitos Queso Picante
1796,18 - 24 Años,Femenino,Escuintla,Todos Los Días,Barbacoa,Energy Crunch Protein
1797,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
1797,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
1798,35 - 44 Años,Masculino,El Progreso,3 A 5 Veces Por Semana,Barbacoa,Energy Crunch Protein
1798,35 - 44 Años,Masculino,El Progreso,3 A 5 Veces Por Semana,Barbacoa,Victory Pretzels
1799,45 - 54 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Caramel Goal Popcorn
1799,45 - 54 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Crunchmax Bbq
1799,45 - 54 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Chocokick Bites
1800,Menos De 18 Años,Femenino,Guatemala,Rara Vez,Queso,Crunchmax Bbq
1801,25 - 34 Años,Femenino,Quetzaltenango,Todos Los Días,Queso,Gol Nachos Supreme
1801,25 - 34 Años,Femenino,Quetzaltenango,Todos Los Días,Queso,Energy Crunch Protein
1802,Menos De 18 Años,Masculino,Sacatepéquez,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1802,Menos De 18 Años,Masculino,Sacatepéquez,3 A 5 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
1803,18 - 24 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1803,18 - 24 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Hot Stadium Peanuts
1803,18 - 24 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Futbolmix
1804,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
1804,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
1804,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
1805,35 - 44 Años,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
1805,35 - 44 Años,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,Queso,Energy Crunch Protein
1805,35 - 44 Años,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,Queso,Chocokick Bites
1806,35 - 44 Años,Masculino,Quiché,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
1807,45 - 54 Años,Femenino,Huehuetenango,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
1807,45 - 54 Años,Femenino,Huehuetenango,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1807,45 - 54 Años,Femenino,Huehuetenango,3 A 5 Veces Por Semana,Barbacoa,Futbolmix
1808,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Futbolmix
1808,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
1808,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Gol Nachos Supreme
1809,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
1809,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1810,45 - 54 Años,Masculino,Suchitepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Hot Stadium Peanuts
1810,45 - 54 Años,Masculino,Suchitepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Futbolmix
1811,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Fan Chips Jalapeño
1811,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Gol Nachos Supreme
1811,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Chocokick Bites
1812,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Energy Crunch Protein
1813,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Gol Nachos Supreme
1813,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Mundialitos Queso Picante
1813,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Chocokick Bites
1814,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Victory Pretzels
1814,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
1815,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Fan Chips Jalapeño
1816,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
1816,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Crunchmax Bbq
1817,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1817,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
1817,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Victory Pretzels
1818,45 - 54 Años,Femenino,Guatemala,Todos Los Días,Jalapeño,Caramel Goal Popcorn
1818,45 - 54 Años,Femenino,Guatemala,Todos Los Días,Jalapeño,Mundialitos Queso Picante
1818,45 - 54 Años,Femenino,Guatemala,Todos Los Días,Jalapeño,Futbolmix
1819,18 - 24 Años,Femenino,Chimaltenango,Todos Los Días,Queso,Futbolmix
1819,18 - 24 Años,Femenino,Chimaltenango,Todos Los Días,Queso,Gol Nachos Supreme
1819,18 - 24 Años,Femenino,Chimaltenango,Todos Los Días,Queso,Chocokick Bites
1820,25 - 34 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Fan Chips Jalapeño
1821,35 - 44 Años,Prefiero No Indicarlo,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Energy Crunch Protein
1821,35 - 44 Años,Prefiero No Indicarlo,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Crunchmax Bbq
1821,35 - 44 Años,Prefiero No Indicarlo,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Chocokick Bites
1822,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Caramelo,Hot Stadium Peanuts
1823,45 - 54 Años,Masculino,Alta Verapaz,3 A 5 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
1823,45 - 54 Años,Masculino,Alta Verapaz,3 A 5 Veces Por Semana,Barbacoa,Crunchmax Bbq
1824,Menos De 18 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Fan Chips Jalapeño
1824,Menos De 18 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Gol Nachos Supreme
1825,18 - 24 Años,Masculino,Sololá,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
1825,18 - 24 Años,Masculino,Sololá,3 A 5 Veces Por Semana,Queso,Fan Chips Jalapeño
1826,Menos De 18 Años,Femenino,Guate,Todos Los Días,Barbacoa,Chocokick Bites
1827,35 - 44 Años,Femenino,Escuintla,Todos Los Días,Jalapeño,Gol Nachos Supreme
1828,25 - 34 Años,Femenino,Chimaltenango,Rara Vez,Queso,Crunchmax Bbq
1828,25 - 34 Años,Femenino,Chimaltenango,Rara Vez,Queso,Victory Pretzels
1828,25 - 34 Años,Femenino,Chimaltenango,Rara Vez,Queso,Hot Stadium Peanuts
1829,55 Años O Más,Masculino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Crunchmax Bbq
1829,55 Años O Más,Masculino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Mundialitos Queso Picante
1830,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Crunchmax Bbq
1830,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
1830,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
1831,35 - 44 Años,Femenino,Jalapa,1 A 2 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
1832,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Caramel Goal Popcorn
1833,25 - 34 Años,Femenino,Baja Verapaz,Rara Vez,Barbacoa,Hot Stadium Peanuts
1833,25 - 34 Años,Femenino,Baja Verapaz,Rara Vez,Barbacoa,Caramel Goal Popcorn
1833,25 - 34 Años,Femenino,Baja Verapaz,Rara Vez,Barbacoa,Crunchmax Bbq
1834,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Jalapeño,Crunchmax Bbq
1835,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Fan Chips Jalapeño
1836,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Hot Stadium Peanuts
1836,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Caramel Goal Popcorn
1837,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Limón,Gol Nachos Supreme
1837,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Limón,Caramel Goal Popcorn
1838,35 - 44 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Chocolate,Hot Stadium Peanuts
1838,35 - 44 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Chocolate,Energy Crunch Protein
1838,35 - 44 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Chocolate,Caramel Goal Popcorn
1839,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
1840,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Victory Pretzels
1840,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
1841,18 - 24 Años,Femenino,Baja Verapaz,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
1842,18 - 24 Años,Masculino,Chimaltenango,Todos Los Días,Salado Tradicional,Fan Chips Jalapeño
1843,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Queso,Victory Pretzels
1843,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Queso,Crunchmax Bbq
1844,35 - 44 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Limón,Crunchmax Bbq
1844,35 - 44 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1844,35 - 44 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
1845,18 - 24 Años,Femenino,Quetzaltenango,Varias Veces Al Mes,Jalapeño,Caramel Goal Popcorn
1845,18 - 24 Años,Femenino,Quetzaltenango,Varias Veces Al Mes,Jalapeño,Energy Crunch Protein
1846,Menos De 18 Años,Femenino,El Progreso,Varias Veces Al Mes,Jalapeño,Futbolmix
1846,Menos De 18 Años,Femenino,El Progreso,Varias Veces Al Mes,Jalapeño,Chocokick Bites
1846,Menos De 18 Años,Femenino,El Progreso,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
1847,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1847,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
1848,25 - 34 Años,Femenino,Santa Rosa,1 A 2 Veces Por Semana,Limón,Gol Nachos Supreme
1848,25 - 34 Años,Femenino,Santa Rosa,1 A 2 Veces Por Semana,Limón,Crunchmax Bbq
1848,25 - 34 Años,Femenino,Santa Rosa,1 A 2 Veces Por Semana,Limón,Hot Stadium Peanuts
1849,25 - 34 Años,Prefiero No Indicarlo,Petén,Rara Vez,Dulce,Victory Pretzels
1849,25 - 34 Años,Prefiero No Indicarlo,Petén,Rara Vez,Dulce,Fan Chips Jalapeño
1850,25 - 34 Años,Femenino,San Marcos,Varias Veces Al Mes,Barbacoa,Fan Chips Jalapeño
1851,18 - 24 Años,Femenino,El Progreso,1 A 2 Veces Por Semana,Barbacoa,Gol Nachos Supreme
1852,18 - 24 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Gol Nachos Supreme
1852,18 - 24 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Energy Crunch Protein
1853,35 - 44 Años,Masculino,Jalapa,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1854,25 - 34 Años,Femenino,Zacapa,1 A 2 Veces Por Semana,Picante Chapín,Crunchmax Bbq
1854,25 - 34 Años,Femenino,Zacapa,1 A 2 Veces Por Semana,Picante Chapín,Caramel Goal Popcorn
1855,25 - 34 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Fan Chips Jalapeño
1855,25 - 34 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Crunchmax Bbq
1856,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Energy Crunch Protein
1857,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Queso,Hot Stadium Peanuts
1858,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Futbolmix
1858,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Caramel Goal Popcorn
1859,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Futbolmix
1859,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1859,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
1860,55 Años O Más,Prefiero No Indicarlo,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
1860,55 Años O Más,Prefiero No Indicarlo,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
1861,18 - 24 Años,Femenino,Jalapa,3 A 5 Veces Por Semana,Dulce,Fan Chips Jalapeño
1861,18 - 24 Años,Femenino,Jalapa,3 A 5 Veces Por Semana,Dulce,Victory Pretzels
1861,18 - 24 Años,Femenino,Jalapa,3 A 5 Veces Por Semana,Dulce,Hot Stadium Peanuts
1862,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Gol Nachos Supreme
1862,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Crunchmax Bbq
1862,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Chocokick Bites
1863,35 - 44 Años,Masculino,Zacapa,3 A 5 Veces Por Semana,Limón,Energy Crunch Protein
1863,35 - 44 Años,Masculino,Zacapa,3 A 5 Veces Por Semana,Limón,Gol Nachos Supreme
1863,35 - 44 Años,Masculino,Zacapa,3 A 5 Veces Por Semana,Limón,Caramel Goal Popcorn
1864,Menos De 18 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Salado Tradicional,Victory Pretzels
1865,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
1865,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Crunchmax Bbq
1866,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
1866,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
1867,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1867,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Chocokick Bites
1867,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
1868,45 - 54 Años,Masculino,Chimaltenango,Todos Los Días,Picante Chapín,Chocokick Bites
1868,45 - 54 Años,Masculino,Chimaltenango,Todos Los Días,Picante Chapín,Crunchmax Bbq
1869,Menos De 18 Años,Masculino,Chimaltenango,Todos Los Días,Dulce,Energy Crunch Protein
1869,Menos De 18 Años,Masculino,Chimaltenango,Todos Los Días,Dulce,Futbolmix
1870,25 - 34 Años,Femenino,Baja Verapaz,3 A 5 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
1870,25 - 34 Años,Femenino,Baja Verapaz,3 A 5 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
1871,45 - 54 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Hot Stadium Peanuts
1871,45 - 54 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Crunchmax Bbq
1872,55 Años O Más,Femenino,Baja Verapaz,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1872,55 Años O Más,Femenino,Baja Verapaz,3 A 5 Veces Por Semana,Limón,Victory Pretzels
1873,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Futbolmix
1874,25 - 34 Años,Masculino,Huehuetenango,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
1874,25 - 34 Años,Masculino,Huehuetenango,Todos Los Días,Picante Chapín,Crunchmax Bbq
1874,25 - 34 Años,Masculino,Huehuetenango,Todos Los Días,Picante Chapín,Fan Chips Jalapeño
1875,35 - 44 Años,Femenino,Zacapa,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
1875,35 - 44 Años,Femenino,Zacapa,1 A 2 Veces Por Semana,Limón,Futbolmix
1876,25 - 34 Años,Masculino,Petén,Varias Veces Al Mes,Chocolate,Fan Chips Jalapeño
1877,18 - 24 Años,Femenino,El Progreso,Varias Veces Al Mes,Picante Chapín,Mundialitos Queso Picante
1877,18 - 24 Años,Femenino,El Progreso,Varias Veces Al Mes,Picante Chapín,Caramel Goal Popcorn
1878,18 - 24 Años,Masculino,Escuintla,Todos Los Días,Caramelo,Hot Stadium Peanuts
1878,18 - 24 Años,Masculino,Escuintla,Todos Los Días,Caramelo,Chocokick Bites
1879,25 - 34 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
1879,25 - 34 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Futbolmix
1879,25 - 34 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Caramel Goal Popcorn
1880,35 - 44 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1880,35 - 44 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
1881,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Crunchmax Bbq
1882,55 Años O Más,Masculino,Escuintla,3 A 5 Veces Por Semana,Barbacoa,Chocokick Bites
1882,55 Años O Más,Masculino,Escuintla,3 A 5 Veces Por Semana,Barbacoa,Crunchmax Bbq
1883,35 - 44 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
1883,35 - 44 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Picante Chapín,Energy Crunch Protein
1884,18 - 24 Años,Femenino,Sololá,Varias Veces Al Mes,Salado Tradicional,Fan Chips Jalapeño
1884,18 - 24 Años,Femenino,Sololá,Varias Veces Al Mes,Salado Tradicional,Mundialitos Queso Picante
1885,25 - 34 Años,Masculino,Huehuetenango,3 A 5 Veces Por Semana,Limón,Gol Nachos Supreme
1885,25 - 34 Años,Masculino,Huehuetenango,3 A 5 Veces Por Semana,Limón,Caramel Goal Popcorn
1886,55 Años O Más,Femenino,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Gol Nachos Supreme
1886,55 Años O Más,Femenino,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
1886,55 Años O Más,Femenino,Escuintla,1 A 2 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
1887,25 - 34 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
1888,25 - 34 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1888,25 - 34 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Limón,Gol Nachos Supreme
1888,25 - 34 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Limón,Mundialitos Queso Picante
1889,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Futbolmix
1889,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
1890,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Chocokick Bites
1890,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1890,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Caramel Goal Popcorn
1891,25 - 34 Años,Prefiero No Indicarlo,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Chocokick Bites
1891,25 - 34 Años,Prefiero No Indicarlo,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
1891,25 - 34 Años,Prefiero No Indicarlo,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
1892,25 - 34 Años,Prefiero No Indicarlo,Izabal,Rara Vez,Salado Tradicional,Futbolmix
1893,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
1894,35 - 44 Años,Prefiero No Indicarlo,Petén,1 A 2 Veces Por Semana,Dulce,Hot Stadium Peanuts
