EncuestaID,RangoEdad,Genero,Departamento,SeleccionApoya,Jugador
1980,18 - 24 Años,Masculino,Guatemala,Inglaterra,Kylian Mbappé
1981,25 - 34 Años,Masculino,Guatemala,Alemania,Cristiano Ronaldo
1981,25 - 34 Años,Masculino,Guatemala,Alemania,Lionel Messi
1981,25 - 34 Años,Masculino,Guatemala,Alemania,Vinícius Júnior
1982,18 - 24 Años,Femenino,Guatemala,Brasil,Federico Valverde
1983,18 - 24 Años,Masculino,Quetzaltenango,Portugal,Jude Bellingham
1984,25 - 34 Años,Femenino,Guatemala,Portugal,Cristiano Ronaldo
1985,55 Años O Más,Masculino,Guatemala,México,Lamine Yamal
1985,55 Años O Más,Masculino,Guatemala,México,Jude Bellingham
1986,35 - 44 Años,Masculino,Guatemala,Portugal,Rodri
1986,35 - 44 Años,Masculino,Guatemala,Portugal,Kylian Mbappé
1986,35 - 44 Años,Masculino,Guatemala,Portugal,Lionel Messi
1987,25 - 34 Años,Masculino,Quetzaltenango,Brasil,Christian Pulisic
1988,35 - 44 Años,Femenino,Guatemala, ALEMANIA ,Lionel Messi
1988,35 - 44 Años,Femenino,Guatemala, ALEMANIA ,Neymar Jr.
1989,45 - 54 Años,Femenino,Guatemala,Argentina,Lionel Messi
1989,45 - 54 Años,Femenino,Guatemala,Argentina,Cristiano Ronaldo
1989,45 - 54 Años,Femenino,Guatemala,Argentina,Neymar Jr.
1990,18 - 24 Años,Femenino,Guatemala,Inglaterra,Cristiano Ronaldo
1990,18 - 24 Años,Femenino,Guatemala,Inglaterra,Julián Álvarez
1991,45 - 54 Años,Femenino,Guatemala,Uruguay,Cristiano Ronaldo
1991,45 - 54 Años,Femenino,Guatemala,Uruguay,Kylian Mbappé
1992,25 - 34 Años,Masculino,Guatemala,Francia,Cristiano Ronaldo
1992,25 - 34 Años,Masculino,Guatemala,Francia,Kylian Mbappé
1993,18 - 24 Años,Femenino,Chimaltenango,Brasil,Lionel Messi
1994,18 - 24 Años,Masculino,Guatemala,Francia,Lamine Yamal
1995,25 - 34 Años,Masculino,El Progreso,Francia,Lionel Messi
1995,25 - 34 Años,Masculino,El Progreso,Francia,Neymar Jr.
1995,25 - 34 Años,Masculino,El Progreso,Francia,Cristiano Ronaldo
1996,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Argentina,Lionel Messi
1996,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Argentina,Cristiano Ronaldo
1996,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Argentina,Jude Bellingham
1997,18 - 24 Años,Masculino,Jalapa,Portugal,Cristiano Ronaldo
1998,35 - 44 Años,Masculino,Guatemala,Argentina,Lamine Yamal
1998,35 - 44 Años,Masculino,Guatemala,Argentina,Lionel Messi
1999,18 - 24 Años,Femenino,Guatemala,Francia,Lionel Messi
1999,18 - 24 Años,Femenino,Guatemala,Francia,Cristiano Ronaldo
1999,18 - 24 Años,Femenino,Guatemala,Francia,Lamine Yamal
2000,25 - 34 Años,Masculino,Jalapa,Alemania,Lamine Yamal
2001,55 Años O Más,Masculino,Guatemala,Uruguay,Lionel Messi
2001,55 Años O Más,Masculino,Guatemala,Uruguay,Lamine Yamal
2002,45 - 54 Años,Femenino,Retalhuleu,Alemania,Rodri
2002,45 - 54 Años,Femenino,Retalhuleu,Alemania,Kylian Mbappé
2002,45 - 54 Años,Femenino,Retalhuleu,Alemania,Lamine Yamal
2003,45 - 54 Años,Masculino,Suchitepéquez,España,Kylian Mbappé
2003,45 - 54 Años,Masculino,Suchitepéquez,España,Harry Kane
2003,45 - 54 Años,Masculino,Suchitepéquez,España,Cristiano Ronaldo
2004,25 - 34 Años,Masculino,Jutiapa,Colombia,Neymar Jr.
2004,25 - 34 Años,Masculino,Jutiapa,Colombia,Rodri
2004,25 - 34 Años,Masculino,Jutiapa,Colombia,Christian Pulisic
2005,18 - 24 Años,Masculino,Jalapa,España,Lionel Messi
2005,18 - 24 Años,Masculino,Jalapa,España,Jude Bellingham
2005,18 - 24 Años,Masculino,Jalapa,España,Julián Álvarez
2006,45 - 54 Años,Masculino,Chimaltenango,Argentina,Ninguno
2006,45 - 54 Años,Masculino,Chimaltenango,Argentina,Lionel Messi
2006,45 - 54 Años,Masculino,Chimaltenango,Argentina,Neymar Jr.
2007,25 - 34 Años,Femenino,Baja Verapaz,Francia,Vinícius Júnior
2007,25 - 34 Años,Femenino,Baja Verapaz,Francia,Lamine Yamal
2007,25 - 34 Años,Femenino,Baja Verapaz,Francia,Neymar Jr.
2008,35 - 44 Años,Femenino,Guatemala,Portugal,Lamine Yamal
2009,25 - 34 Años,Femenino,Guatemala,México,Lionel Messi
2010,25 - 34 Años,Masculino,Izabal,España,Kylian Mbappé
2010,25 - 34 Años,Masculino,Izabal,España,Vinícius Júnior
2011,35 - 44 Años,Femenino,Jutiapa,Inglaterra,Neymar Jr.
2011,35 - 44 Años,Femenino,Jutiapa,Inglaterra,Cristiano Ronaldo
2011,35 - 44 Años,Femenino,Jutiapa,Inglaterra,Kylian Mbappé
2012,25 - 34 Años,Masculino,Santa Rosa,España,Lamine Yamal
2013,35 - 44 Años,Masculino,Retalhuleu,México,Lionel Messi
2013,35 - 44 Años,Masculino,Retalhuleu,México,Alphonso Davies
2013,35 - 44 Años,Masculino,Retalhuleu,México,Federico Valverde
2014,18 - 24 Años,Femenino,Chimaltenango,Estados Unidos,Vinícius Júnior
2014,18 - 24 Años,Femenino,Chimaltenango,Estados Unidos,Alphonso Davies
2015,35 - 44 Años,Femenino,Guatemala,Portugal,Vinícius Júnior
2015,35 - 44 Años,Femenino,Guatemala,Portugal,Harry Kane
2016,25 - 34 Años,Femenino,Sacatepéquez,Francia,Cristiano Ronaldo
2016,25 - 34 Años,Femenino,Sacatepéquez,Francia,Kylian Mbappé
2016,25 - 34 Años,Femenino,Sacatepéquez,Francia,Lionel Messi
2017,55 Años O Más,Femenino,Guatemala,Uruguay,Jude Bellingham
2017,55 Años O Más,Femenino,Guatemala,Uruguay,Vinícius Júnior
2018,18 - 24 Años,Masculino,Guatemala,México,Jude Bellingham
2018,18 - 24 Años,Masculino,Guatemala,México,Lionel Messi
2019,25 - 34 Años,Femenino,Chimaltenango,Francia,Neymar Jr.
2019,25 - 34 Años,Femenino,Chimaltenango,Francia,Vinícius Júnior
2019,25 - 34 Años,Femenino,Chimaltenango,Francia,Rodri
2020,35 - 44 Años,Femenino,Guatemala,Francia,Vinícius Júnior
2020,35 - 44 Años,Femenino,Guatemala,Francia,Kylian Mbappé
2021,25 - 34 Años,Masculino,Quetzaltenango,Inglaterra,Lionel Messi
2021,25 - 34 Años,Masculino,Quetzaltenango,Inglaterra,Alphonso Davies
2021,25 - 34 Años,Masculino,Quetzaltenango,Inglaterra,Neymar Jr.
2022,18 - 24 Años,Masculino,Chimaltenango,Argentina,Lionel Messi
2022,18 - 24 Años,Masculino,Chimaltenango,Argentina,Neymar Jr.
2023,18 - 24 Años,Masculino,Guatemala,México,Cristiano Ronaldo
2024,35 - 44 Años,Femenino,Guatemala,Francia,Cristiano Ronaldo
2024,35 - 44 Años,Femenino,Guatemala,Francia,Neymar Jr.
2025,25 - 34 Años,Masculino,Guatemala,España,Neymar Jr.
2025,25 - 34 Años,Masculino,Guatemala,España,Kylian Mbappé
2025,25 - 34 Años,Masculino,Guatemala,España,Vinícius Júnior
2026,25 - 34 Años,Masculino,Guatemala,Brasil,Lionel Messi
2027,55 Años O Más,Masculino,Escuintla,Francia,Lionel Messi
2027,55 Años O Más,Masculino,Escuintla,Francia,Neymar Jr.
2028,35 - 44 Años,Masculino,Guatemala,México,Julián Álvarez
2028,35 - 44 Años,Masculino,Guatemala,México,Neymar Jr.
2029,18 - 24 Años,Femenino,Chimaltenango,Francia,Ninguno
2030,Menos De 18 Años,Masculino,Guatemala,Portugal,Lionel Messi
2031,25 - 34 Años,Masculino,Guatemala,Inglaterra,Alphonso Davies
2032,Menos De 18 Años,Femenino,Guatemala,Brasil,Christian Pulisic
2032,Menos De 18 Años,Femenino,Guatemala,Brasil,Kylian Mbappé
2033,Menos De 18 Años,Masculino,Escuintla,México,Cristiano Ronaldo
2033,Menos De 18 Años,Masculino,Escuintla,México,Lamine Yamal
2033,Menos De 18 Años,Masculino,Escuintla,México,Ninguno
2034,35 - 44 Años,Femenino,Retalhuleu,Francia,Lionel Messi
2035,25 - 34 Años,Femenino,Guatemala,Brasil,Lionel Messi
2036,18 - 24 Años,Femenino,Sacatepéquez,Argentina,Ninguno
2036,18 - 24 Años,Femenino,Sacatepéquez,Argentina,Neymar Jr.
2037,35 - 44 Años,Masculino,Guatemala,Costa de Marfil,Kylian Mbappé
2038,18 - 24 Años,Masculino,Guatemala,Brasil,Christian Pulisic
2038,18 - 24 Años,Masculino,Guatemala,Brasil,Lionel Messi
2038,18 - 24 Años,Masculino,Guatemala,Brasil,Lamine Yamal
2039,35 - 44 Años,Femenino,Guatemala, BRASIL ,Jude Bellingham
2039,35 - 44 Años,Femenino,Guatemala, BRASIL ,Vinícius Júnior
2040,25 - 34 Años,Masculino,Chiquimula,Francia,Neymar Jr.
2040,25 - 34 Años,Masculino,Chiquimula,Francia,Christian Pulisic
2040,25 - 34 Años,Masculino,Chiquimula,Francia,Ninguno
2041,18 - 24 Años,Masculino,Sacatepéquez,Argentina,Lionel Messi
2041,18 - 24 Años,Masculino,Sacatepéquez,Argentina,Vinícius Júnior
2041,18 - 24 Años,Masculino,Sacatepéquez,Argentina,Federico Valverde
2042,25 - 34 Años,Masculino,Guatemala,España,Kylian Mbappé
2042,25 - 34 Años,Masculino,Guatemala,España,Lionel Messi
2043,35 - 44 Años,Femenino,Escuintla,Argentina,Neymar Jr.
2043,35 - 44 Años,Femenino,Escuintla,Argentina,Lionel Messi
2044,25 - 34 Años,Femenino,Guatemala,Qatar,Ninguno
2044,25 - 34 Años,Femenino,Guatemala,Qatar,Lionel Messi
2045,Menos De 18 Años,Masculino,Escuintla,Francia,Jude Bellingham
2045,Menos De 18 Años,Masculino,Escuintla,Francia,Cristiano Ronaldo
2045,Menos De 18 Años,Masculino,Escuintla,Francia,Christian Pulisic
2046,25 - 34 Años,Masculino,Escuintla,Brasil,Lionel Messi
2046,25 - 34 Años,Masculino,Escuintla,Brasil,Lamine Yamal
2046,25 - 34 Años,Masculino,Escuintla,Brasil,Neymar Jr.
2047,25 - 34 Años,Femenino,Guatemala,Inglaterra,Rodri
2047,25 - 34 Años,Femenino,Guatemala,Inglaterra,Lionel Messi
2048,35 - 44 Años,Femenino,Chimaltenango,Portugal,Neymar Jr.
2048,35 - 44 Años,Femenino,Chimaltenango,Portugal,Lionel Messi
2048,35 - 44 Años,Femenino,Chimaltenango,Portugal,Jude Bellingham
2049,18 - 24 Años,Femenino,Guatemala,South Africa,Vinícius Júnior
2049,18 - 24 Años,Femenino,Guatemala,South Africa,Christian Pulisic
2049,18 - 24 Años,Femenino,Guatemala,South Africa,Lamine Yamal
2050,25 - 34 Años,Masculino,Izabal, BRASIL ,Neymar Jr.
2051,Menos De 18 Años,Femenino,Chimaltenango,Inglaterra,Kylian Mbappé
2051,Menos De 18 Años,Femenino,Chimaltenango,Inglaterra,Cristiano Ronaldo
2051,Menos De 18 Años,Femenino,Chimaltenango,Inglaterra,Lionel Messi
2052,25 - 34 Años,Masculino,Guatemala,Argentina,Cristiano Ronaldo
2052,25 - 34 Años,Masculino,Guatemala,Argentina,Federico Valverde
2052,25 - 34 Años,Masculino,Guatemala,Argentina,Neymar Jr.
2053,35 - 44 Años,Masculino,Guatemala,Qatar,Lamine Yamal
2054,Menos De 18 Años,Masculino,Guatemala,Portugal,Alphonso Davies
2054,Menos De 18 Años,Masculino,Guatemala,Portugal,Lionel Messi
2054,Menos De 18 Años,Masculino,Guatemala,Portugal,Julián Álvarez
2055,45 - 54 Años,Femenino,Guatemala,Brasil,Ninguno
2056,Menos De 18 Años,Femenino,Alta Verapaz,Inglaterra,Cristiano Ronaldo
2057,Menos De 18 Años,Femenino,Quetzaltenango,Australia,Lionel Messi
2058,25 - 34 Años,Masculino,Chimaltenango,México,Kylian Mbappé
2058,25 - 34 Años,Masculino,Chimaltenango,México,Lionel Messi
2059,18 - 24 Años,Femenino,Guatemala,Brasil,Vinícius Júnior
2059,18 - 24 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
2059,18 - 24 Años,Femenino,Guatemala,Brasil,Christian Pulisic
2060,25 - 34 Años,Femenino,Guatemala,Uruguay,Lionel Messi
2060,25 - 34 Años,Femenino,Guatemala,Uruguay,Lamine Yamal
2060,25 - 34 Años,Femenino,Guatemala,Uruguay,Rodri
2061,25 - 34 Años,Femenino,Escuintla,Francia,Ninguno
2062,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Harry Kane
2062,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Cristiano Ronaldo
2063,25 - 34 Años,Masculino,Zacapa,Haití,Jude Bellingham
2063,25 - 34 Años,Masculino,Zacapa,Haití,Vinícius Júnior
2064,35 - 44 Años,Femenino,Chimaltenango,España,Christian Pulisic
2064,35 - 44 Años,Femenino,Chimaltenango,España,Neymar Jr.
2064,35 - 44 Años,Femenino,Chimaltenango,España,Lionel Messi
2065,18 - 24 Años,Masculino,Guatemala,Alemania,Jude Bellingham
2065,18 - 24 Años,Masculino,Guatemala,Alemania,Federico Valverde
2066,45 - 54 Años,Femenino,Guatemala,Brasil,Christian Pulisic
2066,45 - 54 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
2067,55 Años O Más,Femenino,Sacatepéquez,Inglaterra,Cristiano Ronaldo
2067,55 Años O Más,Femenino,Sacatepéquez,Inglaterra,Kylian Mbappé
2067,55 Años O Más,Femenino,Sacatepéquez,Inglaterra,Jude Bellingham
2068,18 - 24 Años,Prefiero No Indicarlo,San Marcos,Argentina,Julián Álvarez
2068,18 - 24 Años,Prefiero No Indicarlo,San Marcos,Argentina,Lamine Yamal
2068,18 - 24 Años,Prefiero No Indicarlo,San Marcos,Argentina,Alphonso Davies
2069,18 - 24 Años,Masculino,Totonicapán,Francia,Ninguno
2069,18 - 24 Años,Masculino,Totonicapán,Francia,Neymar Jr.
2069,18 - 24 Años,Masculino,Totonicapán,Francia,Lamine Yamal
2070,35 - 44 Años,Masculino,Jutiapa,Brasil,Rodri
2070,35 - 44 Años,Masculino,Jutiapa,Brasil,Neymar Jr.
2071,35 - 44 Años,Femenino,Jutiapa,Brasil,Vinícius Júnior
2071,35 - 44 Años,Femenino,Jutiapa,Brasil,Lamine Yamal
2071,35 - 44 Años,Femenino,Jutiapa,Brasil,Jude Bellingham
2072,55 Años O Más,Masculino,Sacatepéquez,México,Vinícius Júnior
2072,55 Años O Más,Masculino,Sacatepéquez,México,Federico Valverde
2072,55 Años O Más,Masculino,Sacatepéquez,México,Kylian Mbappé
2073,35 - 44 Años,Femenino,Quetzaltenango,Portugal,Cristiano Ronaldo
2074,18 - 24 Años,Femenino,Chimaltenango,Alemania,Lionel Messi
2074,18 - 24 Años,Femenino,Chimaltenango,Alemania,Cristiano Ronaldo
2075,18 - 24 Años,Masculino,Escuintla,Brasil,Kylian Mbappé
2076,55 Años O Más,Femenino,Quetzaltenango,Croacia,Neymar Jr.
2076,55 Años O Más,Femenino,Quetzaltenango,Croacia,Cristiano Ronaldo
2076,55 Años O Más,Femenino,Quetzaltenango,Croacia,Lamine Yamal
2077,35 - 44 Años,Femenino,Guatemala,Brasil,Lionel Messi
2077,35 - 44 Años,Femenino,Guatemala,Brasil,Lamine Yamal
2077,35 - 44 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
2078,35 - 44 Años,Masculino,Guatemala,México,Neymar Jr.
2078,35 - 44 Años,Masculino,Guatemala,México,Cristiano Ronaldo
2079,25 - 34 Años,Masculino,Santa Rosa,México,Vinícius Júnior
2079,25 - 34 Años,Masculino,Santa Rosa,México,Christian Pulisic
2080,35 - 44 Años,Masculino,Guatemala,Brasil,Christian Pulisic
2080,35 - 44 Años,Masculino,Guatemala,Brasil,Harry Kane
2081,Menos De 18 Años,Masculino,Guatemala,Brasil,Cristiano Ronaldo
2082,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Vinícius Júnior
2082,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Lionel Messi
2082,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Neymar Jr.
2083,45 - 54 Años,Femenino,Quetzaltenango,Argentina,Lionel Messi
2083,45 - 54 Años,Femenino,Quetzaltenango,Argentina,Alphonso Davies
2084,25 - 34 Años,Masculino,Sacatepéquez,Uruguay,Kylian Mbappé
2084,25 - 34 Años,Masculino,Sacatepéquez,Uruguay,Lamine Yamal
2085,25 - 34 Años,Masculino,Retalhuleu,Alemania,Neymar Jr.
2085,25 - 34 Años,Masculino,Retalhuleu,Alemania,Christian Pulisic
2085,25 - 34 Años,Masculino,Retalhuleu,Alemania,Jude Bellingham
2086,18 - 24 Años,Femenino,Guatemala,Suiza,Alphonso Davies
2086,18 - 24 Años,Femenino,Guatemala,Suiza,Cristiano Ronaldo
2086,18 - 24 Años,Femenino,Guatemala,Suiza,Lionel Messi
2087,18 - 24 Años,Femenino,Guatemala,Argentina,Cristiano Ronaldo
2088,35 - 44 Años,Masculino,Guatemala,Argentina,Federico Valverde
2090,25 - 34 Años,Femenino,Guatemala,Portugal,Neymar Jr.
2091,55 Años O Más,Femenino,Chimaltenango,Estados Unidos,Cristiano Ronaldo
2091,55 Años O Más,Femenino,Chimaltenango,Estados Unidos,Lionel Messi
2091,55 Años O Más,Femenino,Chimaltenango,Estados Unidos,Vinícius Júnior
2092,35 - 44 Años,Femenino,Guatemala,Portugal,Lionel Messi
2092,35 - 44 Años,Femenino,Guatemala,Portugal,Neymar Jr.
2092,35 - 44 Años,Femenino,Guatemala,Portugal,Lamine Yamal
2093,18 - 24 Años,Femenino,Guatemala,Brasil,Federico Valverde
2093,18 - 24 Años,Femenino,Guatemala,Brasil,Lionel Messi
2093,18 - 24 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
2094,35 - 44 Años,Masculino,Chimaltenango,Colombia,Kylian Mbappé
2095,45 - 54 Años,Femenino,Quetzaltenango,México,Lamine Yamal
2095,45 - 54 Años,Femenino,Quetzaltenango,México,Christian Pulisic
2096,55 Años O Más,Masculino,Guatemala,Argentina,Neymar Jr.
2097,25 - 34 Años,Masculino,Guatemala,Portugal,Lionel Messi
2097,25 - 34 Años,Masculino,Guatemala,Portugal,Christian Pulisic
2098,45 - 54 Años,Masculino,Chimaltenango,Brasil,Vinícius Júnior
2098,45 - 54 Años,Masculino,Chimaltenango,Brasil,Lamine Yamal
2098,45 - 54 Años,Masculino,Chimaltenango,Brasil,Lionel Messi
2099,25 - 34 Años,Masculino,Huehuetenango,Francia,Cristiano Ronaldo
2099,25 - 34 Años,Masculino,Huehuetenango,Francia,Kylian Mbappé
2100,25 - 34 Años,Femenino,Quetzaltenango,Alemania,Cristiano Ronaldo
2100,25 - 34 Años,Femenino,Quetzaltenango,Alemania,Kylian Mbappé
2101,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Harry Kane
2101,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Kylian Mbappé
2101,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Neymar Jr.
2102,35 - 44 Años,Masculino,Guatemala,México,Cristiano Ronaldo
2102,35 - 44 Años,Masculino,Guatemala,México,Federico Valverde
2103,35 - 44 Años,Femenino,Guatemala,Inglaterra,Cristiano Ronaldo
2103,35 - 44 Años,Femenino,Guatemala,Inglaterra,Vinícius Júnior
2103,35 - 44 Años,Femenino,Guatemala,Inglaterra,Jude Bellingham
2104,35 - 44 Años,Masculino,Quiché,Francia,Lamine Yamal
2105,Menos De 18 Años,Femenino,Guatemala,Francia,Kylian Mbappé
2105,Menos De 18 Años,Femenino,Guatemala,Francia,Neymar Jr.
2106,25 - 34 Años,Femenino,Guatemala,Inglaterra,Vinícius Júnior
2106,25 - 34 Años,Femenino,Guatemala,Inglaterra,Jude Bellingham
2106,25 - 34 Años,Femenino,Guatemala,Inglaterra,Christian Pulisic
2107,18 - 24 Años,Masculino,Guatemala,Brasil,Lionel Messi
2107,18 - 24 Años,Masculino,Guatemala,Brasil,Lamine Yamal
2107,18 - 24 Años,Masculino,Guatemala,Brasil,Vinícius Júnior
2108,25 - 34 Años,Masculino,Guatemala,Jordania,Christian Pulisic
2108,25 - 34 Años,Masculino,Guatemala,Jordania,Cristiano Ronaldo
2108,25 - 34 Años,Masculino,Guatemala,Jordania,Lamine Yamal
2109,18 - 24 Años,Femenino,Chiquimula, TÚNEZ ,Lionel Messi
2109,18 - 24 Años,Femenino,Chiquimula, TÚNEZ ,Neymar Jr.
2110,25 - 34 Años,Femenino,Suchitepéquez,Portugal,Christian Pulisic
2111,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Neymar Jr.
2111,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Vinícius Júnior
2111,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Kylian Mbappé
2112,45 - 54 Años,Femenino,Guatemala,Inglaterra,Christian Pulisic
2113,25 - 34 Años,Masculino,Guatemala,Argentina,Cristiano Ronaldo
2113,25 - 34 Años,Masculino,Guatemala,Argentina,Neymar Jr.
2113,25 - 34 Años,Masculino,Guatemala,Argentina,Kylian Mbappé
2114,18 - 24 Años,Masculino,Sacatepéquez,México,Alphonso Davies
2115,35 - 44 Años,Femenino,Quetzaltenango,España,Jude Bellingham
2115,35 - 44 Años,Femenino,Quetzaltenango,España,Cristiano Ronaldo
2115,35 - 44 Años,Femenino,Quetzaltenango,España,Neymar Jr.
2116,25 - 34 Años,Masculino,Santa Rosa,México,Cristiano Ronaldo
2117,55 Años O Más,Femenino,Guatemala,Türkiye,Cristiano Ronaldo
2118,25 - 34 Años,Masculino,Guatemala,México,Ninguno
2118,25 - 34 Años,Masculino,Guatemala,México,Neymar Jr.
2119,25 - 34 Años,Masculino,Guatemala,Francia,Lionel Messi
2119,25 - 34 Años,Masculino,Guatemala,Francia,Kylian Mbappé
2120,35 - 44 Años,Femenino,Guatemala,Inglaterra,Lionel Messi
2121,18 - 24 Años,Masculino,Guatemala,Argentina,Neymar Jr.
2121,18 - 24 Años,Masculino,Guatemala,Argentina,Vinícius Júnior
2121,18 - 24 Años,Masculino,Guatemala,Argentina,Lionel Messi
2122,35 - 44 Años,Femenino,Guate,Argentina,Lamine Yamal
2122,35 - 44 Años,Femenino,Guate,Argentina,Jude Bellingham
2122,35 - 44 Años,Femenino,Guate,Argentina,Lionel Messi
2123,18 - 24 Años,Masculino,Suchitepéquez,México,Lionel Messi
2123,18 - 24 Años,Masculino,Suchitepéquez,México,Vinícius Júnior
2124,25 - 34 Años,Masculino,Guatemala,Portugal,Cristiano Ronaldo
2124,25 - 34 Años,Masculino,Guatemala,Portugal,Lionel Messi
2125,Menos De 18 Años,Femenino,Quetzaltenango,Colombia,Vinícius Júnior
2125,Menos De 18 Años,Femenino,Quetzaltenango,Colombia,Cristiano Ronaldo
2125,Menos De 18 Años,Femenino,Quetzaltenango,Colombia,Jude Bellingham
2126,Menos De 18 Años,Femenino,Guatemala,Brasil,Lionel Messi
2127,25 - 34 Años,Femenino,Quetzaltenango,Argentina,Jude Bellingham
2127,25 - 34 Años,Femenino,Quetzaltenango,Argentina,Kylian Mbappé
2127,25 - 34 Años,Femenino,Quetzaltenango,Argentina,Neymar Jr.
2128,18 - 24 Años,Femenino,Suchitepéquez,Alemania,Jude Bellingham
2128,18 - 24 Años,Femenino,Suchitepéquez,Alemania,Lamine Yamal
2128,18 - 24 Años,Femenino,Suchitepéquez,Alemania,Vinícius Júnior
2129,25 - 34 Años,Femenino,Jalapa,Brasil,Vinícius Júnior
2129,25 - 34 Años,Femenino,Jalapa,Brasil,Lionel Messi
2129,25 - 34 Años,Femenino,Jalapa,Brasil,Neymar Jr.
2130,18 - 24 Años,Prefiero No Indicarlo,Guatemala,Argentina,Cristiano Ronaldo
2130,18 - 24 Años,Prefiero No Indicarlo,Guatemala,Argentina,Kylian Mbappé
2130,18 - 24 Años,Prefiero No Indicarlo,Guatemala,Argentina,Lionel Messi
2131,55 Años O Más,Masculino,Suchitepéquez,España,Vinícius Júnior
2131,55 Años O Más,Masculino,Suchitepéquez,España,Federico Valverde
2131,55 Años O Más,Masculino,Suchitepéquez,España,Kylian Mbappé
2132,25 - 34 Años,Masculino,Baja Verapaz,Argentina,Lionel Messi
2133,25 - 34 Años,Femenino,Quetzaltenango,Brasil,Federico Valverde
2134,35 - 44 Años,Femenino,Guatemala,España,Neymar Jr.
2135,25 - 34 Años,Femenino,San Marcos,Portugal,Neymar Jr.
2135,25 - 34 Años,Femenino,San Marcos,Portugal,Cristiano Ronaldo
2136,45 - 54 Años,Masculino,Guatemala,México,Lionel Messi
2137,25 - 34 Años,Masculino,Guatemala,Inglaterra,Cristiano Ronaldo
2137,25 - 34 Años,Masculino,Guatemala,Inglaterra,Lionel Messi
2138,35 - 44 Años,Femenino,Escuintla,Francia,Neymar Jr.
2139,25 - 34 Años,Masculino,Sacatepéquez,Panamá,Kylian Mbappé
2139,25 - 34 Años,Masculino,Sacatepéquez,Panamá,Jude Bellingham
2139,25 - 34 Años,Masculino,Sacatepéquez,Panamá,Neymar Jr.
2140,18 - 24 Años,Masculino,Huehuetenango,Argentina,Neymar Jr.
2140,18 - 24 Años,Masculino,Huehuetenango,Argentina,Vinícius Júnior
2140,18 - 24 Años,Masculino,Huehuetenango,Argentina,Jude Bellingham
2141,18 - 24 Años,Femenino,Jutiapa,Arabia Saudita,Cristiano Ronaldo
2141,18 - 24 Años,Femenino,Jutiapa,Arabia Saudita,Lionel Messi
2141,18 - 24 Años,Femenino,Jutiapa,Arabia Saudita,Lamine Yamal
2142,18 - 24 Años,Masculino,Guatemala,México,Lionel Messi
2143,25 - 34 Años,Femenino,Guatemala,Portugal,Vinícius Júnior
2144,55 Años O Más,Femenino,Chimaltenango,España,Cristiano Ronaldo
2144,55 Años O Más,Femenino,Chimaltenango,España,Federico Valverde
2144,55 Años O Más,Femenino,Chimaltenango,España,Lionel Messi
2145,18 - 24 Años,Masculino,Guatemala,Argentina,Lionel Messi
2145,18 - 24 Años,Masculino,Guatemala,Argentina,Vinícius Júnior
2145,18 - 24 Años,Masculino,Guatemala,Argentina,Harry Kane
2146,25 - 34 Años,Femenino,Quetzaltenango,México,Kylian Mbappé
2146,25 - 34 Años,Femenino,Quetzaltenango,México,Neymar Jr.
2146,25 - 34 Años,Femenino,Quetzaltenango,México,Lionel Messi
2147,25 - 34 Años,Masculino,El Progreso,Alemania,Kylian Mbappé
2148,25 - 34 Años,Masculino,Guatemala,México,Neymar Jr.
2148,25 - 34 Años,Masculino,Guatemala,México,Christian Pulisic
2148,25 - 34 Años,Masculino,Guatemala,México,Rodri
2149,18 - 24 Años,Femenino,Guatemala,Francia,Cristiano Ronaldo
2149,18 - 24 Años,Femenino,Guatemala,Francia,Rodri
2149,18 - 24 Años,Femenino,Guatemala,Francia,Jude Bellingham
2150,25 - 34 Años,Femenino,Guatemala,Portugal,Lionel Messi
2151,35 - 44 Años,Masculino,Guatemala,Inglaterra,Neymar Jr.
2152,18 - 24 Años,Masculino,Guatemala,Uruguay,Neymar Jr.
2152,18 - 24 Años,Masculino,Guatemala,Uruguay,Julián Álvarez
2152,18 - 24 Años,Masculino,Guatemala,Uruguay,Cristiano Ronaldo
2153,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Lionel Messi
2153,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Harry Kane
2153,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Argentina,Christian Pulisic
