EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra,Disposicion_Gasto_Premium,Segmento_Lealtad_Mundial,Segmento_Edad_Analitico
1897,2026-03-07,20:10:12,35 - 44 Años,Masculino,Chiquimula,Otro municipio,Empresario,Todos Los Días,Aplicación de delivery,Familia,Q51 - Q100,Energy Crunch Protein; Mundialitos Queso Picante,Salado Tradicional,Individual,Q21 - Q30,Sí,No,Francia,Probablemente sí,Francia,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,2x1,Sí,Edición Inglaterra,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
1898,2026-03-21,17:16:38,Menos De 18 Años,Masculino,Chiquimula,Cabecera municipal,Empleado Público,Todos Los Días,Supermercado,Amigos,Menos De Q25,CrunchMax BBQ; Mundialitos Queso Picante,Queso,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,México,Tal vez,Túnez,Jude Bellingham,Historias de aficionados,Tarjetas coleccionables,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Jóvenes (<25)
1899,2026-04-03,17:40:08,Menos De 18 Años,Masculino,Escuintla,Escuintla,Empleado Público,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,CrunchMax BBQ; Mundialitos Queso Picante,Salado Tradicional,Familiar,Q16 - Q20,Sí,Sí,Brasil,Probablemente sí,Inglaterra,Kylian Mbappé,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Con Tarjetas Coleccionables,Moderada,Fanático Target (Alto),Jóvenes (<25)
1900,2026-03-13,16:23:35,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Comerciante,Varias Veces Al Mes,Kiosco escolar/universitario,Amigos,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme,Queso,Familiar,Q21 - Q30,No,Sí,Argentina,Probablemente sí,Brasil,Vinícius Júnior; Lionel Messi,Historias de aficionados,Sorteo de camisetas,Sí,Edición Brasil,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
1901,2026-03-10,13:15:29,Menos De 18 Años,Femenino,Zacapa,Otro municipio,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,FutbolMix; Hot Stadium Peanuts; Caramel Goal Popcorn,Barbacoa,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí,España,Definitivamente sí,Inglaterra,Julián Álvarez; Neymar Jr.; Lionel Messi,Una selección nacional,Sorteo de viajes,Sí,Edición Argentina,Moderada,Casual,Jóvenes (<25)
1902,2026-04-20,08:58:56,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,Todos Los Días,Tienda de barrio,Amigos,Más De Q150,CrunchMax BBQ; Gol Nachos Supreme,Queso,Individual,,Sí,Sí,Irak,Tal vez,Alemania,Cristiano Ronaldo; Lionel Messi,Una selección nacional,Sorteo de camisetas,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Maduro (35-54)
1903,2026-04-16,12:49:43,55 Años O Más,Femenino,Guatemala,Guatemala,Comerciante,Varias Veces Al Mes,Tienda de barrio,Amigos,Más De Q150,CrunchMax BBQ,Caramelo,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Bélgica,Probablemente sí,Inglaterra,Christian Pulisic; Kylian Mbappé,Historias de aficionados,Sorteo de camisetas,No,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Mayor (55+)
1904,2026-02-28,09:41:09,35 - 44 Años,Masculino,Retalhuleu,Otro municipio,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante,Barbacoa,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Estados Unidos,Definitivamente sí,España,Christian Pulisic,Premios y sorteos,Sorteo de viajes,Sí,Edición Mundial Fifa 2026,Premium Alta,Casual,Adulto Maduro (35-54)
1905,2026-04-02,09:15:01,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado,1 A 2 Veces Por Semana,Gasolinera,Compañeros de trabajo,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme,Jalapeño,Familiar,Q10 - Q15,Sí,Sí,Brasil,Probablemente no,Portugal,Lionel Messi; Alphonso Davies,Premios y sorteos,Descuento directo,No,Edición España,Moderada,Espectador Pasivo,Jóvenes (<25)
1906,2026-01-28,14:08:14,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Ama De Casa,3 A 5 Veces Por Semana,Otro,Compañeros de trabajo,Q51 - Q100,CrunchMax BBQ; Gol Nachos Supreme; Fan Chips Jalapeño,Queso,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,Portugal,Tal vez,Brasil,Neymar Jr.,Un jugador famoso,Descuento directo,No,Edición Con Tarjetas Coleccionables,Premium Alta,Espectador Pasivo,Adulto Joven (25-34)
1907,2026-01-23,18:49:32,Menos De 18 Años,Masculino,Chiquimula,Otro municipio,Empleado Público,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ,,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,México,Probablemente sí,Alemania,Neymar Jr.; Federico Valverde,Premios y sorteos,2x1,Sí,Edición Con Jugadores Famosos,Premium Alta,Fanático Target (Alto),Jóvenes (<25)
1908,2026-01-27,08:46:31,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,Energy Crunch Protein; Gol Nachos Supreme; FutbolMix,Queso,Tamaño Fiesta O Reunión,Q10 - Q15,No,Sí,México,Tal vez,México,Lamine Yamal; Neymar Jr.; Cristiano Ronaldo,Un jugador famoso,Producto gratis,Sí,Edición Brasil,Moderada,Casual,Jóvenes (<25)
1909,2026-02-26,19:34:13,55 Años O Más,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado,Todos Los Días,Gasolinera,Familia,Q51 - Q100,CrunchMax BBQ,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Czechia,Probablemente no,Argentina,Lionel Messi; Kylian Mbappé,Premios y sorteos,Descuento directo,No,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Adulto Mayor (55+)
1910,2026-02-18,09:50:53,25 - 34 Años,Femenino,Santa Rosa,Otro municipio,Estudiante,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,CrunchMax BBQ,Queso,Familiar,Menos De Q10,No,Sí,Brasil,Definitivamente no,Portugal,Vinícius Júnior; Lionel Messi,Premios y sorteos,Descuento directo,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1911,2026-03-13,22:12:47,25 - 34 Años,Masculino,Escuintla, ESCUINTLA ,Profesional Independiente,Todos Los Días,Aplicación de delivery,Amigos,Q25 - Q50,Gol Nachos Supreme; Mundialitos Queso Picante; Fan Chips Jalapeño,Barbacoa,Familiar,Menos De Q10,No,Sí,México,Definitivamente no,Brasil,Kylian Mbappé; Neymar Jr.; Jude Bellingham,Un jugador famoso,2x1,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
1912,2026-02-20,18:27:50,25 - 34 Años,Femenino,El Progreso,El Progreso,Comerciante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q101 - Q150,Mundialitos Queso Picante,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,México,Probablemente sí,Argentina,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,Sí,Edición Brasil,Sensible Al Precio,Fanático Target (Alto),Adulto Joven (25-34)
1913,2026-05-05,11:27:50,45 - 54 Años,Masculino,Escuintla,Palín,Empleado Privado,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,Energy Crunch Protein; CrunchMax BBQ; ChocoKick Bites,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Brasil,Probablemente sí,Argentina,Vinícius Júnior; Cristiano Ronaldo,Un jugador famoso,2x1,No,Edición Inglaterra,Moderada,Casual,Adulto Maduro (35-54)
1914,2026-05-06,14:03:18,18 - 24 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado,Varias Veces Al Mes,Supermercado,Solo,Q51 - Q100,Mundialitos Queso Picante; Gol Nachos Supreme; ChocoKick Bites,Queso,Tamaño Fiesta O Reunión,Q10 - Q15,No,No,Alemania,Definitivamente no,Inglaterra,Jude Bellingham; Lionel Messi; Neymar Jr.,Una selección nacional,Descuento directo,Sí,Edición Inglaterra,Moderada,Espectador Pasivo,Jóvenes (<25)
1915,2026-03-19,13:16:17,25 - 34 Años,Masculino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Más De Q150,Mundialitos Queso Picante,Dulce,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,México,Probablemente sí,Argentina,Lamine Yamal; Federico Valverde,Premios y sorteos,Sorteo de camisetas,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
1916,2026-02-27,10:07:51,35 - 44 Años,Masculino,Sacatepéquez,Jocotenango,Profesional Independiente,Todos Los Días,Tienda de barrio,Familia,Q51 - Q100,FutbolMix; CrunchMax BBQ,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Alemania,Tal vez,Portugal,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición España,Premium Alta,Casual,Adulto Maduro (35-54)
1917,2026-02-04,09:43:11,25 - 34 Años,Femenino,Jalapa,Jalapa,Profesional Independiente,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Familia,Q101 - Q150,Hot Stadium Peanuts; Fan Chips Jalapeño; Caramel Goal Popcorn,Jalapeño,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Argentina,Probablemente no,Brasil,Vinícius Júnior,Premios y sorteos,Tarjetas coleccionables,No,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1918,2026-01-28,12:45:07,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Otro,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Q51 - Q100,FutbolMix; Energy Crunch Protein; Mundialitos Queso Picante,Queso,Tamaño Fiesta O Reunión,Q10 - Q15,No,Sí,Argentina,Probablemente sí,Argentina,Lionel Messi,Una selección nacional,Tarjetas coleccionables,Sí,Edición Inglaterra,Moderada,Fanático Target (Alto),Jóvenes (<25)
1919,2026-03-01,18:19:27,55 Años O Más,Masculino,Chiquimula,Otro municipio,Empresario,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q51 - Q100,Caramel Goal Popcorn,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,México,Definitivamente sí,Corea del Sur,Ninguno,Premios y sorteos,Sorteo de camisetas,No,Edición España,Moderada,Espectador Pasivo,Adulto Mayor (55+)
1920,2026-02-16,22:08:14,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,Todos Los Días,Supermercado,Familia,Q51 - Q100,Victory Pretzels; Caramel Goal Popcorn,Jalapeño,Familiar,Q10 - Q15,Sí,Sí,México,Probablemente no,Canadá,Cristiano Ronaldo; Vinícius Júnior,Un jugador famoso,Descuento directo,Sí,Edición Francia,Premium Alta,Casual,Adulto Maduro (35-54)
1921,2026-03-27,20:39:35,25 - 34 Años,Femenino,Santa Rosa,,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,CrunchMax BBQ; Gol Nachos Supreme; Fan Chips Jalapeño,Jalapeño,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí, FRANCIA ,Definitivamente no,México,Jude Bellingham; Neymar Jr.,Premios y sorteos,Descuento directo,No,Edición Brasil,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1922,2026-04-06,07:53:59,25 - 34 Años,Masculino,Chimaltenango,Chimaltenango,Ama De Casa,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,Mundialitos Queso Picante; Fan Chips Jalapeño,Queso,Familiar,Q16 - Q20,No,Sí,Panamá,Tal vez,Portugal,Lionel Messi,Un jugador famoso,Sorteo de viajes,Sí,Edición Francia,Sensible Al Precio,Casual,Adulto Joven (25-34)
1923,2026-04-05,16:37:17,35 - 44 Años,Masculino,Quiché,Quiché,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Amigos,Menos De Q25,Fan Chips Jalapeño; FutbolMix,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Argentina,Probablemente no,Austria,Vinícius Júnior; Julián Álvarez; Lionel Messi,Un jugador famoso,2x1,Sí,Edición Brasil,Moderada,Casual,Adulto Maduro (35-54)
1924,2026-04-25,14:12:19,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos De Q25,Gol Nachos Supreme; Mundialitos Queso Picante,Jalapeño,Familiar,Q16 - Q20,No,Sí,Portugal,Probablemente sí,Estados Unidos,Cristiano Ronaldo; Jude Bellingham,Premios y sorteos,Sorteo de camisetas,Sí,Edición Mundial Fifa 2026,Sensible Al Precio,Fanático Target (Alto),Adulto Joven (25-34)
1925,2026-01-15,09:52:28,35 - 44 Años,Femenino,Guatemala,Mixco,Estudiante,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,ChocoKick Bites,Queso,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí,Inglaterra,Tal vez,Estados Unidos,Harry Kane,Historias de aficionados,2x1,Sí,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Maduro (35-54)
1926,2026-02-08,13:07:33,25 - 34 Años,Masculino,Chimaltenango,Tecpán Guatemala,Estudiante,Todos Los Días,,Compañeros de trabajo,Menos De Q25,CrunchMax BBQ; Caramel Goal Popcorn; Hot Stadium Peanuts,Chocolate,Tamaño Fiesta O Reunión,Q21 - Q30,No,Sí,Brasil,Definitivamente sí,Brasil,Lamine Yamal,Historias de aficionados,2x1,No,Edición España,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
1927,2026-02-25,14:06:11,35 - 44 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Caramel Goal Popcorn; CrunchMax BBQ,Queso,Individual,Q16 - Q20,No,Sí,Argentina,Tal vez,Brasil,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición Brasil,Moderada,Casual,Adulto Maduro (35-54)
1928,2026-02-09,07:59:47,18 - 24 Años,Femenino,Quetzaltenango,Quetzaltenango,Empleado Público,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Victory Pretzels,Caramelo,Familiar,Q10 - Q15,Sí,Sí,South Africa,Tal vez,Argentina,Cristiano Ronaldo,Premios y sorteos,Tarjetas coleccionables,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Jóvenes (<25)
1929,2026-02-27,13:03:31,18 - 24 Años,Masculino,Santa Rosa,Otro municipio,Profesional Independiente,Rara Vez,Tienda de barrio,Solo,Q25 - Q50,FutbolMix; Gol Nachos Supreme; Fan Chips Jalapeño,Barbacoa,Familiar,Q21 - Q30,Sí,Sí,Francia,Definitivamente sí,España,Lamine Yamal,Una selección nacional,Descuento directo,No,Edición Argentina,Moderada,Espectador Pasivo,Jóvenes (<25)
1930,2026-04-23,16:40:57,35 - 44 Años,Femenino,Escuintla,Escuintla,Empleado Privado,Rara Vez,Otro,Amigos,Q51 - Q100,Mundialitos Queso Picante; CrunchMax BBQ,Queso,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí, BRASIL ,Jude Bellingham,Premios y sorteos,2x1,No,Edición Argentina,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
1932,2026-04-13,08:39:15,55 Años O Más,Masculino,Chimaltenango,Chimaltenango,Estudiante,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ; Hot Stadium Peanuts,Barbacoa,Familiar,Menos De Q10,Sí,Sí,México,Probablemente sí,Qatar,Kylian Mbappé; Federico Valverde; Lamine Yamal,Historias de aficionados,Sorteo de balones,No,Edición España,Premium Alta,Casual,Adulto Mayor (55+)
1933,2026-05-08,22:55:35,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Solo,Q101 - Q150,Gol Nachos Supreme,Limón,Familiar,Q16 - Q20,No,Sí,México,Definitivamente sí,México,Rodri,Humor,Tarjetas coleccionables,Sí,Edición Con Tarjetas Coleccionables,Sensible Al Precio,Casual,Jóvenes (<25)
1934,2026-02-19,18:31:38,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Todos Los Días,Supermercado,Amigos,Menos De Q25,Caramel Goal Popcorn,Chocolate,Individual,Q16 - Q20,No,No,Argentina,Probablemente sí,Francia,Vinícius Júnior; Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,Sí,Edición Con Tarjetas Coleccionables,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
1935,2026-02-28,11:19:36,Menos De 18 Años,Femenino,Quetzaltenango,Olintepeque,Otro,Todos Los Días,Supermercado,Familia,Q101 - Q150,Fan Chips Jalapeño; CrunchMax BBQ; Caramel Goal Popcorn,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente no,Congo DR,Neymar Jr.; Jude Bellingham; Lamine Yamal,Humor,Sorteo de viajes,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Jóvenes (<25)
1936,2026-03-10,12:44:31,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,Rara Vez,Supermercado,Amigos,Q25 - Q50,CrunchMax BBQ; Mundialitos Queso Picante; Fan Chips Jalapeño,Jalapeño,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,No,Estados Unidos,Tal vez,Argentina,Lamine Yamal,Humor,Descuento directo,Sí,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Jóvenes (<25)
1937,2026-02-12,18:22:24,18 - 24 Años,Femenino,Quetzaltenango, OLINTEPEQUE ,Estudiante,1 A 2 Veces Por Semana,Otro,Familia,Menos De Q25,CrunchMax BBQ,Queso,Familiar,Q10 - Q15,Sí,Sí,Francia,Probablemente sí, ARGENTINA ,Neymar Jr.; Julián Álvarez; Lionel Messi,Una selección nacional,Tarjetas coleccionables,No,Edición Con Jugadores Famosos,Moderada,Casual,Jóvenes (<25)
1938,2026-05-02,07:40:08,25 - 34 Años,Masculino,Totonicapán, OTRO MUNICIPIO ,Profesional Independiente,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Menos De Q25,Gol Nachos Supreme; FutbolMix,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Argentina,Kylian Mbappé; Neymar Jr.; Julián Álvarez,Premios y sorteos,Producto gratis,No,Edición Mundial Fifa 2026,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
1939,2026-03-17,14:55:40,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado,Todos Los Días,Otro,Amigos,Q25 - Q50,Fan Chips Jalapeño; Gol Nachos Supreme; Energy Crunch Protein,Chocolate,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí, MÉXICO ,Tal vez,Argentina,Jude Bellingham; Christian Pulisic,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Brasil,Moderada,Casual,Adulto Mayor (55+)
1940,2026-03-21,17:56:56,55 Años O Más,Masculino,Huehuetenango,Huehuetenango,Estudiante,Varias Veces Al Mes,Aplicación de delivery,Familia,Q51 - Q100,Hot Stadium Peanuts; Fan Chips Jalapeño,Barbacoa,Familiar,Q10 - Q15,Sí,Sí,Francia,Definitivamente sí,Inglaterra,Lionel Messi; Cristiano Ronaldo,Historias de aficionados,Sorteo de viajes,Sí,Edición Mundial Fifa 2026,Premium Alta,Casual,Adulto Mayor (55+)
1941,2026-02-14,13:39:18,35 - 44 Años,Prefiero No Indicarlo,Suchitepéquez,Cabecera municipal,Estudiante,Todos Los Días,Supermercado,Familia,Q51 - Q100,CrunchMax BBQ; Gol Nachos Supreme; Hot Stadium Peanuts,Picante Chapín,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí,Brasil,Probablemente sí,España,Lionel Messi; Cristiano Ronaldo,Una selección nacional,Descuento directo,No,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Maduro (35-54)
1942,2026-02-13,20:43:09,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,Caramel Goal Popcorn; Mundialitos Queso Picante; Gol Nachos Supreme,Picante Chapín,Tamaño Fiesta O Reunión,Menos De Q10,Sí,No,Estados Unidos,Tal vez,Brasil,Harry Kane; Lamine Yamal,Un jugador famoso,Tarjetas coleccionables,Sí,Edición España,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1943,2026-04-11,15:02:19,35 - 44 Años,Masculino,Sololá,Sololá,Estudiante,1 A 2 Veces Por Semana,Otro,Solo,Q51 - Q100,FutbolMix,Dulce,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Congo DR,Tal vez,Francia,Lionel Messi; Alphonso Davies,Una selección nacional,2x1,No,Edición España,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
1944,2026-04-09,08:03:15,25 - 34 Años,Masculino,Chiquimula,Chiquimula,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,Mundialitos Queso Picante; Gol Nachos Supreme; ChocoKick Bites,Queso,Individual,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Argentina,Christian Pulisic; Neymar Jr.,Premios y sorteos,Producto gratis,No,Edición Con Jugadores Famosos,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
1945,2026-01-18,21:40:44,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empresario,Rara Vez,Supermercado,Familia,Q25 - Q50,Hot Stadium Peanuts,Barbacoa,Individual,Q10 - Q15,No,Sí,Portugal,Probablemente sí,Francia,Christian Pulisic; Vinícius Júnior; Neymar Jr.,Un jugador famoso,Tarjetas coleccionables,No,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Joven (25-34)
1946,2026-02-28,13:15:07,55 Años O Más,Masculino,Quiché,Cabecera municipal,Profesional Independiente,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,ChocoKick Bites; FutbolMix; Mundialitos Queso Picante,Dulce,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,España,Definitivamente sí,Portugal,Kylian Mbappé; Neymar Jr.; Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Mayor (55+)
1947,2026-02-27,17:34:35,45 - 54 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Público,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Caramel Goal Popcorn; Fan Chips Jalapeño; FutbolMix,Queso,Tamaño Fiesta O Reunión,Q16 - Q20,No,Sí,España,Definitivamente sí,Colombia,Lionel Messi,Historias de aficionados,Producto gratis,No,Edición Inglaterra,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1948,2026-05-02,17:44:28,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,Gol Nachos Supreme; FutbolMix; Caramel Goal Popcorn,Salado Tradicional,Individual,Q21 - Q30,Sí,Sí,España,Tal vez,,Kylian Mbappé; Julián Álvarez,Una selección nacional,Producto gratis,Sí,Edición Inglaterra,Moderada,Casual,Jóvenes (<25)
1949,2026-04-23,20:04:24,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Compañeros de trabajo,Q51 - Q100,ChocoKick Bites,Dulce,Familiar,Q21 - Q30,No,Sí,Francia,Probablemente sí,Brasil,Neymar Jr.; Kylian Mbappé,Historias de aficionados,2x1,No,Edición Con Jugadores Famosos,Moderada,Casual,Adulto Joven (25-34)
1950,2026-02-28,22:15:17,25 - 34 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empresario,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño,Jalapeño,Familiar,Q10 - Q15,No,Sí,Inglaterra,Probablemente sí,México,Cristiano Ronaldo; Lamine Yamal,Un jugador famoso,2x1,No,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
1951,2026-03-15,10:15:39,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Público,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,Victory Pretzels,Barbacoa,Individual,Q16 - Q20,Sí,Sí,Inglaterra,Definitivamente no,Portugal,Lamine Yamal; Lionel Messi; Ninguno,Una selección nacional,Producto gratis,Sí,Edición España,Moderada,Casual,Jóvenes (<25)
1952,2026-03-30,11:51:23,35 - 44 Años,Femenino,Escuintla,Palín,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q101 - Q150,Mundialitos Queso Picante,Salado Tradicional,Familiar,Más De Q30,Sí,Sí,Portugal,Tal vez,Alemania,Kylian Mbappé,Una selección nacional,Tarjetas coleccionables,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1953,2026-02-17,18:15:40,18 - 24 Años,Masculino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Amigos,Q25 - Q50,FutbolMix; Hot Stadium Peanuts; Caramel Goal Popcorn,Chocolate,Familiar,Más De Q30,Sí,No,Francia,Probablemente sí,España,Jude Bellingham,Premios y sorteos,Sorteo de viajes,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Jóvenes (<25)
1954,2026-02-08,20:27:26,25 - 34 Años,Femenino,Guatemala,,Comerciante,Varias Veces Al Mes,Gasolinera,Compañeros de trabajo,Menos De Q25,Victory Pretzels; Gol Nachos Supreme,Limón,Individual,Menos De Q10,No,Sí,México,Probablemente no,Alemania,Cristiano Ronaldo; Rodri; Lionel Messi,Premios y sorteos,Descuento directo,Sí,Edición Con Tarjetas Coleccionables,Sensible Al Precio,Casual,Adulto Joven (25-34)
1955,2026-03-06,19:00:03,45 - 54 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empleado Público,Varias Veces Al Mes,Supermercado,Otro,Q51 - Q100,ChocoKick Bites; Gol Nachos Supreme; FutbolMix,Barbacoa,Familiar,Q10 - Q15,No,Sí,España,Tal vez,Brasil,Neymar Jr.; Lionel Messi,Premios y sorteos,Descuento directo,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Maduro (35-54)
